date,terminal_id,terminal_name,region,inbound_train_count,inbound_car_count,cars_on_hand,yard_occupancy_pct,crew_starts_available,locomotive_availability_pct,is_weekend,month,target_dwell_hours
2022-04-14,T05,Kansas City,Midwest,9,200,1009,84.1,28,87.4,0,4,18.3
2022-04-14,T06,Stockton,West,9,193,64,11.6,16,87.2,0,4,13.4
2022-04-14,T07,Amarillo,South,8,181,60,10.0,5,95.7,0,4,16.1
2022-04-14,T08,Havre,North,3,70,358,89.5,6,86.6,0,4,22.2
2022-04-15,T01,Barstow,West,10,213,90,10.0,12,86.7,0,4,16.9
2022-04-15,T02,Alliance,Midwest,21,362,187,17.0,22,96.7,0,4,17.7
2022-04-15,T03,Galesburg,Midwest,15,359,223,29.7,24,89.5,0,4,24.5
2022-04-15,T04,Memphis,South,6,106,787,82.8,10,93.1,0,4,22.4
2022-04-15,T05,Kansas City,Midwest,12,265,1109,92.4,29,88.6,0,4,17.1
2022-04-15,T06,Stockton,West,5,112,55,10.0,10,87.2,0,4,15.8
2022-04-15,T07,Amarillo,South,6,128,60,10.0,9,89.7,0,4,13.7
2022-04-15,T08,Havre,North,9,205,392,98.0,7,88.4,0,4,15.7
2022-04-16,T01,Barstow,West,11,266,90,10.0,18,80.7,1,4,21.2
2022-04-16,T02,Alliance,Midwest,12,234,110,10.0,14,88.6,1,4,19.2
2022-04-16,T03,Galesburg,Midwest,6,123,75,10.0,6,85.7,1,4,26.4
2022-04-16,T04,Memphis,South,11,199,911,95.9,18,85.6,1,4,25.8
2022-04-16,T05,Kansas City,Midwest,12,279,1176,98.0,24,95.3,1,4,18.6
2022-04-16,T06,Stockton,West,4,93,55,10.0,8,90.7,1,4,15.2
2022-04-16,T07,Amarillo,South,4,77,60,10.0,12,93.0,1,4,11.8
2022-04-16,T08,Havre,North,2,49,268,67.0,8,93.5,1,4,14.8
2022-04-17,T01,Barstow,West,11,267,90,10.0,11,91.3,1,4,16.9
2022-04-17,T02,Alliance,Midwest,11,308,110,10.0,12,88.5,1,4,15.5
2022-04-17,T03,Galesburg,Midwest,12,258,154,20.5,10,87.7,1,4,16.1
2022-04-17,T04,Memphis,South,11,261,931,98.0,13,86.1,1,4,22.4
2022-04-17,T05,Kansas City,Midwest,9,173,1141,95.1,21,88.0,1,4,20.5
2022-04-17,T06,Stockton,West,6,147,55,10.0,11,84.7,1,4,14.7
2022-04-17,T07,Amarillo,South,2,48,60,10.0,11,88.8,1,4,17.1
2022-04-17,T08,Havre,North,4,91,305,76.2,10,89.1,1,4,22.5
2022-04-18,T01,Barstow,West,6,135,90,10.0,21,83.4,0,4,21.1
2022-04-18,T02,Alliance,Midwest,12,299,110,10.0,32,90.4,0,4,17.0
2022-04-18,T03,Galesburg,Midwest,11,225,75,10.0,16,91.7,0,4,21.2
2022-04-18,T04,Memphis,South,11,241,931,98.0,22,87.2,0,4,21.2
2022-04-18,T05,Kansas City,Midwest,15,323,1176,98.0,29,82.9,0,4,20.8
2022-04-18,T06,Stockton,West,8,196,72,13.1,14,84.9,0,4,19.3
2022-04-18,T07,Amarillo,South,8,206,162,27.0,11,84.6,0,4,13.0
2022-04-18,T08,Havre,North,9,210,392,98.0,6,83.8,0,4,21.2
2022-04-19,T01,Barstow,West,11,281,156,17.3,15,82.9,0,4,16.8
2022-04-19,T02,Alliance,Midwest,9,207,110,10.0,20,88.6,0,4,20.2
2022-04-19,T03,Galesburg,Midwest,11,264,75,10.0,12,86.6,0,4,17.9
2022-04-19,T04,Memphis,South,10,215,931,98.0,20,90.7,0,4,19.1
2022-04-19,T05,Kansas City,Midwest,16,314,1176,98.0,29,83.6,0,4,16.6
2022-04-19,T06,Stockton,West,12,313,149,27.1,13,89.0,0,4,29.5
2022-04-19,T07,Amarillo,South,5,121,60,10.0,14,93.8,0,4,13.9
2022-04-19,T08,Havre,North,7,168,369,92.2,7,93.5,0,4,20.8
2022-04-20,T01,Barstow,West,8,205,90,10.0,15,90.9,0,4,21.1
2022-04-20,T02,Alliance,Midwest,15,427,228,20.7,22,88.5,0,4,16.0
2022-04-20,T03,Galesburg,Midwest,10,226,75,10.0,16,91.6,0,4,23.7
2022-04-20,T04,Memphis,South,9,215,931,98.0,25,84.5,0,4,19.1
2022-04-20,T05,Kansas City,Midwest,10,200,1121,93.4,26,89.9,0,4,21.2
2022-04-20,T06,Stockton,West,9,257,72,13.1,11,82.7,0,4,12.1
2022-04-20,T07,Amarillo,South,3,68,60,10.0,12,87.2,0,4,17.7
2022-04-20,T08,Havre,North,8,127,354,88.5,4,89.7,0,4,15.6
2022-04-21,T01,Barstow,West,17,413,226,25.1,23,90.8,0,4,15.8
2022-04-21,T02,Alliance,Midwest,10,287,110,10.0,23,89.9,0,4,23.6
2022-04-21,T03,Galesburg,Midwest,12,297,90,12.0,11,88.0,0,4,18.4
2022-04-21,T04,Memphis,South,4,95,856,90.1,19,86.3,0,4,20.7
2022-04-21,T05,Kansas City,Midwest,13,326,1176,98.0,27,88.6,0,4,23.1
2022-04-21,T06,Stockton,West,12,265,55,10.0,19,81.3,0,4,12.6
2022-04-21,T07,Amarillo,South,10,220,172,28.7,12,82.0,0,4,19.8
2022-04-21,T08,Havre,North,6,125,356,89.0,9,85.0,0,4,11.8
2022-04-22,T01,Barstow,West,9,203,90,10.0,23,88.2,0,4,18.4
2022-04-22,T02,Alliance,Midwest,16,364,110,10.0,11,84.2,0,4,17.2
2022-04-22,T03,Galesburg,Midwest,10,210,75,10.0,16,90.2,0,4,29.5
2022-04-22,T04,Memphis,South,10,202,931,98.0,23,86.4,0,4,24.3
2022-04-22,T05,Kansas City,Midwest,15,341,1176,98.0,25,88.3,0,4,19.6
2022-04-22,T06,Stockton,West,6,131,55,10.0,12,87.4,0,4,15.4
2022-04-22,T07,Amarillo,South,8,192,110,18.3,7,82.8,0,4,14.3
2022-04-22,T08,Havre,North,5,109,370,92.5,13,83.9,0,4,14.7
2022-04-23,T01,Barstow,West,10,223,90,10.0,14,90.9,1,4,21.5
2022-04-23,T02,Alliance,Midwest,9,205,110,10.0,13,88.7,1,4,17.0
2022-04-23,T03,Galesburg,Midwest,11,254,75,10.0,10,92.7,1,4,19.7
2022-04-23,T04,Memphis,South,13,277,931,98.0,15,88.4,1,4,28.3
2022-04-23,T05,Kansas City,Midwest,13,266,1166,97.2,20,83.5,1,4,20.6
2022-04-23,T06,Stockton,West,6,128,55,10.0,14,89.9,1,4,13.9
2022-04-23,T07,Amarillo,South,7,144,60,10.0,13,90.3,1,4,16.1
2022-04-23,T08,Havre,North,2,41,328,82.0,8,91.5,1,4,14.6
2022-04-24,T01,Barstow,West,14,269,90,10.0,13,90.3,1,4,17.4
2022-04-24,T02,Alliance,Midwest,12,253,110,10.0,16,91.6,1,4,20.6
2022-04-24,T03,Galesburg,Midwest,10,208,75,10.0,14,87.7,1,4,21.2
2022-04-24,T04,Memphis,South,21,488,931,98.0,16,82.4,1,4,25.7
2022-04-24,T05,Kansas City,Midwest,16,355,1176,98.0,24,96.0,1,4,21.1
2022-04-24,T06,Stockton,West,4,87,55,10.0,8,95.0,1,4,20.3
2022-04-24,T07,Amarillo,South,10,247,101,16.8,14,84.6,1,4,15.9
2022-04-24,T08,Havre,North,5,125,392,98.0,13,86.8,1,4,21.0
2022-04-25,T01,Barstow,West,11,230,90,10.0,25,87.7,0,4,18.8
2022-04-25,T02,Alliance,Midwest,24,528,311,28.3,29,89.8,0,4,13.9
2022-04-25,T03,Galesburg,Midwest,10,242,75,10.0,14,82.4,0,4,23.2
2022-04-25,T04,Memphis,South,15,354,850,89.5,15,88.5,0,4,18.3
2022-04-25,T05,Kansas City,Midwest,16,351,1176,98.0,26,93.8,0,4,17.5
2022-04-25,T06,Stockton,West,11,260,189,34.4,10,88.0,0,4,17.2
2022-04-25,T07,Amarillo,South,7,129,60,10.0,12,83.0,0,4,13.9
2022-04-25,T08,Havre,North,4,106,392,98.0,12,84.1,0,4,9.9
2022-04-26,T01,Barstow,West,13,279,90,10.0,19,83.6,0,4,17.8
2022-04-26,T02,Alliance,Midwest,7,129,110,10.0,22,95.0,0,4,16.6
2022-04-26,T03,Galesburg,Midwest,13,244,75,10.0,12,87.1,0,4,20.5
2022-04-26,T04,Memphis,South,7,172,725,76.3,20,87.8,0,4,16.8
2022-04-26,T05,Kansas City,Midwest,11,251,1137,94.8,26,89.3,0,4,17.2
2022-04-26,T06,Stockton,West,7,171,85,15.5,12,90.2,0,4,14.5
2022-04-26,T07,Amarillo,South,7,119,60,10.0,14,96.9,0,4,16.9
2022-04-26,T08,Havre,North,1,22,330,82.5,10,90.8,0,4,26.5
2022-04-27,T01,Barstow,West,10,200,90,10.0,22,91.1,0,4,15.8
2022-04-27,T02,Alliance,Midwest,16,294,202,18.4,27,89.6,0,4,15.5
2022-04-27,T03,Galesburg,Midwest,8,193,75,10.0,13,85.5,0,4,29.4
2022-04-27,T04,Memphis,South,11,235,819,86.2,26,91.3,0,4,18.1
2022-04-27,T05,Kansas City,Midwest,12,218,1156,96.3,28,83.0,0,4,17.1
2022-04-27,T06,Stockton,West,9,249,126,22.9,17,82.8,0,4,15.7
2022-04-27,T07,Amarillo,South,12,289,199,33.2,16,77.9,0,4,15.6
2022-04-27,T08,Havre,North,11,243,392,98.0,5,80.4,0,4,19.7
2022-04-28,T01,Barstow,West,11,271,96,10.7,27,90.5,0,4,19.0
2022-04-28,T02,Alliance,Midwest,10,177,110,10.0,19,90.8,0,4,18.3
2022-04-28,T03,Galesburg,Midwest,15,342,181,24.1,12,78.6,0,4,20.2
2022-04-28,T04,Memphis,South,13,314,931,98.0,30,88.1,0,4,19.3
2022-04-28,T05,Kansas City,Midwest,11,213,1176,98.0,26,95.5,0,4,21.1
2022-04-28,T06,Stockton,West,7,143,55,10.0,13,89.4,0,4,14.0
2022-04-28,T07,Amarillo,South,9,171,60,10.0,14,86.8,0,4,12.8
2022-04-28,T08,Havre,North,6,132,314,78.5,8,88.3,0,4,14.4
2022-04-29,T01,Barstow,West,13,350,101,11.2,19,90.8,0,4,18.1
2022-04-29,T02,Alliance,Midwest,11,287,146,13.3,18,91.3,0,4,18.5
2022-04-29,T03,Galesburg,Midwest,9,218,75,10.0,16,88.1,0,4,20.1
2022-04-29,T04,Memphis,South,8,207,876,92.2,21,95.9,0,4,27.3
2022-04-29,T05,Kansas City,Midwest,15,275,1176,98.0,21,93.1,0,4,17.4
2022-04-29,T06,Stockton,West,11,259,110,20.0,17,82.2,0,4,15.0
2022-04-29,T07,Amarillo,South,5,100,60,10.0,13,96.0,0,4,17.6
2022-04-29,T08,Havre,North,7,119,324,81.0,12,89.3,0,4,20.9
2022-04-30,T01,Barstow,West,19,392,90,10.0,18,88.0,1,4,21.7
2022-04-30,T02,Alliance,Midwest,11,200,110,10.0,12,86.7,1,4,28.3
2022-04-30,T03,Galesburg,Midwest,10,187,75,10.0,13,89.6,1,4,22.5
2022-04-30,T04,Memphis,South,15,348,931,98.0,15,88.0,1,4,24.4
2022-04-30,T05,Kansas City,Midwest,7,140,1089,90.8,14,90.2,1,4,20.3
2022-04-30,T06,Stockton,West,3,60,55,10.0,9,93.7,1,4,21.8
2022-04-30,T07,Amarillo,South,7,134,60,10.0,9,89.2,1,4,20.4
2022-04-30,T08,Havre,North,8,153,385,96.2,5,84.0,1,4,14.0
2022-05-01,T01,Barstow,West,9,218,90,10.0,10,84.0,1,5,20.4
2022-05-01,T02,Alliance,Midwest,15,431,240,21.8,22,84.4,1,5,18.1
2022-05-01,T03,Galesburg,Midwest,8,205,75,10.0,9,92.7,1,5,21.8
2022-05-01,T04,Memphis,South,11,250,887,93.4,12,83.6,1,5,21.4
2022-05-01,T05,Kansas City,Midwest,12,246,1176,98.0,13,93.6,1,5,21.8
2022-05-01,T06,Stockton,West,10,237,189,34.4,6,87.5,1,5,21.4
2022-05-01,T07,Amarillo,South,8,192,74,12.3,8,98.0,1,5,17.3
2022-05-01,T08,Havre,North,3,57,317,79.2,8,91.0,1,5,24.9
2022-05-02,T01,Barstow,West,11,223,90,10.0,13,91.4,0,5,14.3
2022-05-02,T02,Alliance,Midwest,15,310,110,10.0,23,87.6,0,5,18.2
2022-05-02,T03,Galesburg,Midwest,7,159,75,10.0,12,84.6,0,5,22.2
2022-05-02,T04,Memphis,South,13,291,931,98.0,21,87.2,0,5,20.5
2022-05-02,T05,Kansas City,Midwest,20,391,1176,98.0,33,85.6,0,5,28.1
2022-05-02,T06,Stockton,West,11,336,266,48.4,11,85.2,0,5,18.7
2022-05-02,T07,Amarillo,South,11,218,64,10.7,10,90.9,0,5,16.5
2022-05-02,T08,Havre,North,7,169,392,98.0,5,84.0,0,5,23.3
2022-05-03,T01,Barstow,West,6,135,90,10.0,21,89.5,0,5,22.7
2022-05-03,T02,Alliance,Midwest,15,421,117,10.6,29,82.0,0,5,18.8
2022-05-03,T03,Galesburg,Midwest,9,219,75,10.0,15,88.8,0,5,19.7
2022-05-03,T04,Memphis,South,15,318,931,98.0,21,87.9,0,5,20.6
2022-05-03,T05,Kansas City,Midwest,20,499,1176,98.0,17,82.8,0,5,22.7
2022-05-03,T06,Stockton,West,9,199,106,19.3,9,89.7,0,5,11.1
2022-05-03,T07,Amarillo,South,8,211,60,10.0,14,83.1,0,5,19.1
2022-05-03,T08,Havre,North,12,246,392,98.0,7,85.1,0,5,18.4
2022-05-04,T01,Barstow,West,16,340,207,23.0,14,85.4,0,5,12.5
2022-05-04,T02,Alliance,Midwest,14,305,110,10.0,21,89.8,0,5,17.4
2022-05-04,T03,Galesburg,Midwest,15,270,75,10.0,19,92.4,0,5,22.7
2022-05-04,T04,Memphis,South,10,203,866,91.2,19,85.3,0,5,24.1
2022-05-04,T05,Kansas City,Midwest,21,592,1176,98.0,28,86.4,0,5,17.1
2022-05-04,T06,Stockton,West,2,60,55,10.0,14,88.0,0,5,11.7
2022-05-04,T07,Amarillo,South,13,319,133,22.2,15,89.2,0,5,19.0
2022-05-04,T08,Havre,North,6,129,304,76.0,8,81.7,0,5,15.5
2022-05-05,T01,Barstow,West,11,277,91,10.1,30,86.9,0,5,21.3
2022-05-05,T02,Alliance,Midwest,13,236,110,10.0,24,93.0,0,5,23.6
2022-05-05,T03,Galesburg,Midwest,15,299,75,10.0,12,85.3,0,5,20.9
2022-05-05,T04,Memphis,South,14,311,931,98.0,21,94.0,0,5,30.3
2022-05-05,T05,Kansas City,Midwest,14,352,981,81.8,26,81.7,0,5,14.3
2022-05-05,T06,Stockton,West,7,140,99,18.0,16,86.7,0,5,10.6
2022-05-05,T07,Amarillo,South,11,253,60,10.0,10,84.9,0,5,15.4
2022-05-05,T08,Havre,North,3,64,252,63.0,4,89.8,0,5,26.3
2022-05-06,T01,Barstow,West,7,149,90,10.0,8,86.6,0,5,21.2
2022-05-06,T02,Alliance,Midwest,15,401,209,19.0,19,84.4,0,5,25.4
2022-05-06,T03,Galesburg,Midwest,15,337,75,10.0,16,89.3,0,5,16.9
2022-05-06,T04,Memphis,South,18,440,931,98.0,14,85.4,0,5,18.7
2022-05-06,T05,Kansas City,Midwest,14,294,949,79.1,28,84.0,0,5,17.4
2022-05-06,T06,Stockton,West,4,84,55,10.0,12,85.8,0,5,21.5
2022-05-06,T07,Amarillo,South,8,216,60,10.0,13,86.7,0,5,16.4
2022-05-06,T08,Havre,North,4,84,289,72.2,8,93.3,0,5,20.9
2022-05-07,T01,Barstow,West,12,316,203,22.6,12,91.2,1,5,21.9
2022-05-07,T02,Alliance,Midwest,6,162,110,10.0,13,91.2,1,5,12.2
2022-05-07,T03,Galesburg,Midwest,1,28,75,10.0,14,97.1,1,5,26.6
2022-05-07,T04,Memphis,South,8,163,696,73.3,14,86.8,1,5,18.5
2022-05-07,T05,Kansas City,Midwest,11,256,945,78.8,19,90.9,1,5,27.6
2022-05-07,T06,Stockton,West,10,215,137,24.9,5,94.5,1,5,17.0
2022-05-07,T07,Amarillo,South,5,97,60,10.0,7,85.5,1,5,16.1
2022-05-07,T08,Havre,North,6,168,392,98.0,6,81.1,1,5,22.6
2022-05-08,T01,Barstow,West,14,316,152,16.9,14,81.9,1,5,18.7
2022-05-08,T02,Alliance,Midwest,9,181,110,10.0,28,86.8,1,5,16.0
2022-05-08,T03,Galesburg,Midwest,9,227,221,29.5,12,80.9,1,5,23.0
2022-05-08,T04,Memphis,South,9,206,770,81.1,18,89.7,1,5,22.7
2022-05-08,T05,Kansas City,Midwest,14,315,1022,85.2,20,89.2,1,5,16.8
2022-05-08,T06,Stockton,West,7,161,55,10.0,10,87.4,1,5,18.9
2022-05-08,T07,Amarillo,South,6,136,60,10.0,12,86.3,1,5,11.3
2022-05-08,T08,Havre,North,7,154,392,98.0,5,90.3,1,5,22.4
2022-05-09,T01,Barstow,West,15,321,94,10.4,21,83.6,0,5,15.4
2022-05-09,T02,Alliance,Midwest,10,219,110,10.0,25,84.9,0,5,21.3
2022-05-09,T03,Galesburg,Midwest,8,192,147,19.6,11,89.9,0,5,14.4
2022-05-09,T04,Memphis,South,15,338,931,98.0,20,84.0,0,5,18.9
2022-05-09,T05,Kansas City,Midwest,15,313,1054,87.8,32,82.7,0,5,19.4
2022-05-09,T06,Stockton,West,10,220,71,12.9,12,86.1,0,5,14.8
2022-05-09,T07,Amarillo,South,6,92,60,10.0,13,92.5,0,5,16.0
2022-05-09,T08,Havre,North,7,181,392,98.0,6,84.5,0,5,14.2
2022-05-10,T01,Barstow,West,9,176,90,10.0,17,87.8,0,5,26.5
2022-05-10,T02,Alliance,Midwest,17,342,149,13.5,19,96.0,0,5,15.1
2022-05-10,T03,Galesburg,Midwest,3,63,75,10.0,17,94.9,0,5,23.4
2022-05-10,T04,Memphis,South,9,256,906,95.4,23,92.3,0,5,21.0
2022-05-10,T05,Kansas City,Midwest,15,400,1176,98.0,31,85.8,0,5,21.0
2022-05-10,T06,Stockton,West,2,50,55,10.0,6,92.9,0,5,9.8
2022-05-10,T07,Amarillo,South,10,206,135,22.5,14,84.3,0,5,18.1
2022-05-10,T08,Havre,North,5,98,323,80.8,9,92.3,0,5,15.2
2022-05-11,T01,Barstow,West,16,385,221,24.6,12,93.3,0,5,20.0
2022-05-11,T02,Alliance,Midwest,10,225,110,10.0,20,84.9,0,5,23.1
2022-05-11,T03,Galesburg,Midwest,13,264,237,31.6,12,86.6,0,5,15.7
2022-05-11,T04,Memphis,South,11,278,931,98.0,21,91.3,0,5,22.2
2022-05-11,T05,Kansas City,Midwest,17,488,1176,98.0,27,81.3,0,5,23.7
2022-05-11,T06,Stockton,West,3,43,55,10.0,14,90.3,0,5,17.1
2022-05-11,T07,Amarillo,South,10,183,75,12.5,12,80.5,0,5,14.8
2022-05-11,T08,Havre,North,1,18,237,59.2,7,97.5,0,5,30.1
2022-05-12,T01,Barstow,West,12,312,90,10.0,18,91.9,0,5,24.3
2022-05-12,T02,Alliance,Midwest,16,371,187,17.0,19,82.4,0,5,19.3
2022-05-12,T03,Galesburg,Midwest,13,318,251,33.5,21,92.9,0,5,25.4
2022-05-12,T04,Memphis,South,11,277,931,98.0,19,88.8,0,5,24.5
2022-05-12,T05,Kansas City,Midwest,18,329,1084,90.3,16,86.1,0,5,21.0
2022-05-12,T06,Stockton,West,10,196,194,35.3,12,78.4,0,5,15.4
2022-05-12,T07,Amarillo,South,5,125,60,10.0,15,90.8,0,5,19.4
2022-05-12,T08,Havre,North,15,365,392,98.0,8,82.9,0,5,15.0
2022-05-13,T01,Barstow,West,17,411,131,14.6,24,80.0,0,5,16.0
2022-05-13,T02,Alliance,Midwest,16,349,110,10.0,23,88.6,0,5,17.7
2022-05-13,T03,Galesburg,Midwest,21,541,447,59.6,24,87.3,0,5,17.3
2022-05-13,T04,Memphis,South,8,207,911,95.9,20,91.3,0,5,20.6
2022-05-13,T05,Kansas City,Midwest,16,432,1176,98.0,24,84.8,0,5,19.8
2022-05-13,T06,Stockton,West,7,197,174,31.6,13,95.8,0,5,14.6
2022-05-13,T07,Amarillo,South,8,208,97,16.2,4,86.9,0,5,13.9
2022-05-13,T08,Havre,North,8,177,235,58.8,11,89.0,0,5,17.3
2022-05-14,T01,Barstow,West,9,270,90,10.0,21,93.5,1,5,21.3
2022-05-14,T02,Alliance,Midwest,16,278,110,10.0,21,89.5,1,5,15.4
2022-05-14,T03,Galesburg,Midwest,7,170,90,12.0,14,96.1,1,5,27.6
2022-05-14,T04,Memphis,South,9,193,931,98.0,19,87.1,1,5,26.0
2022-05-14,T05,Kansas City,Midwest,11,230,1041,86.8,17,92.9,1,5,19.2
2022-05-14,T06,Stockton,West,2,37,55,10.0,9,88.5,1,5,18.0
2022-05-14,T07,Amarillo,South,4,86,60,10.0,6,93.4,1,5,24.1
2022-05-14,T08,Havre,North,7,165,222,55.5,8,88.6,1,5,18.0
2022-05-15,T01,Barstow,West,8,221,90,10.0,17,94.0,1,5,17.2
2022-05-15,T02,Alliance,Midwest,8,169,110,10.0,19,92.1,1,5,18.0
2022-05-15,T03,Galesburg,Midwest,10,288,159,21.2,10,90.0,1,5,23.1
2022-05-15,T04,Memphis,South,13,354,931,98.0,12,81.4,1,5,27.2
2022-05-15,T05,Kansas City,Midwest,12,263,1119,93.2,16,88.1,1,5,20.4
2022-05-15,T06,Stockton,West,7,150,126,22.9,10,85.1,1,5,18.9
2022-05-15,T07,Amarillo,South,11,320,244,40.7,10,83.1,1,5,11.4
2022-05-15,T08,Havre,North,5,135,184,46.0,8,91.7,1,5,13.0
2022-05-16,T01,Barstow,West,11,247,90,10.0,23,83.7,0,5,19.4
2022-05-16,T02,Alliance,Midwest,11,275,137,12.5,16,96.4,0,5,19.4
2022-05-16,T03,Galesburg,Midwest,13,281,110,14.7,12,95.2,0,5,26.3
2022-05-16,T04,Memphis,South,13,306,931,98.0,16,86.6,0,5,31.4
2022-05-16,T05,Kansas City,Midwest,17,400,1176,98.0,33,86.5,0,5,17.9
2022-05-16,T06,Stockton,West,8,195,137,24.9,13,87.1,0,5,13.6
2022-05-16,T07,Amarillo,South,7,138,60,10.0,14,93.0,0,5,13.7
2022-05-16,T08,Havre,North,3,67,104,26.0,6,88.5,0,5,9.2
2022-05-17,T01,Barstow,West,17,380,145,16.1,23,76.8,0,5,25.8
2022-05-17,T02,Alliance,Midwest,15,333,121,11.0,24,84.8,0,5,15.5
2022-05-17,T03,Galesburg,Midwest,10,242,75,10.0,11,89.4,0,5,24.3
2022-05-17,T04,Memphis,South,21,482,931,98.0,14,84.2,0,5,21.2
2022-05-17,T05,Kansas City,Midwest,9,246,1092,91.0,22,87.3,0,5,24.5
2022-05-17,T06,Stockton,West,4,89,55,10.0,10,87.5,0,5,14.0
2022-05-17,T07,Amarillo,South,9,168,60,10.0,14,91.3,0,5,14.6
2022-05-17,T08,Havre,North,4,91,92,23.0,15,91.5,0,5,15.1
2022-05-18,T01,Barstow,West,6,148,90,10.0,13,89.1,0,5,15.6
2022-05-18,T02,Alliance,Midwest,18,394,110,10.0,27,85.0,0,5,15.5
2022-05-18,T03,Galesburg,Midwest,10,186,75,10.0,9,83.4,0,5,25.5
2022-05-18,T04,Memphis,South,9,175,674,70.9,18,81.1,0,5,20.4
2022-05-18,T05,Kansas City,Midwest,20,470,1176,98.0,20,80.0,0,5,21.0
2022-05-18,T06,Stockton,West,5,100,55,10.0,14,87.3,0,5,15.7
2022-05-18,T07,Amarillo,South,7,144,60,10.0,16,90.9,0,5,15.4
2022-05-18,T08,Havre,North,8,165,156,39.0,13,84.3,0,5,14.8
2022-05-19,T01,Barstow,West,14,291,165,18.3,23,92.4,0,5,16.2
2022-05-19,T02,Alliance,Midwest,7,140,110,10.0,32,96.1,0,5,15.5
2022-05-19,T03,Galesburg,Midwest,10,243,75,10.0,7,85.7,0,5,24.4
2022-05-19,T04,Memphis,South,10,219,735,77.4,19,84.6,0,5,22.2
2022-05-19,T05,Kansas City,Midwest,15,359,1125,93.8,29,87.4,0,5,21.7
2022-05-19,T06,Stockton,West,5,119,55,10.0,12,89.5,0,5,17.6
2022-05-19,T07,Amarillo,South,7,164,60,10.0,17,83.1,0,5,16.7
2022-05-19,T08,Havre,North,4,88,65,16.2,5,93.4,0,5,8.7
2022-05-20,T01,Barstow,West,11,295,121,13.4,24,94.2,0,5,20.1
2022-05-20,T02,Alliance,Midwest,13,273,156,14.2,32,92.2,0,5,22.7
2022-05-20,T03,Galesburg,Midwest,13,365,154,20.5,14,90.9,0,5,19.2
2022-05-20,T04,Memphis,South,10,178,718,75.6,18,84.3,0,5,21.1
2022-05-20,T05,Kansas City,Midwest,22,555,1176,98.0,28,88.0,0,5,20.6
2022-05-20,T06,Stockton,West,7,175,79,14.4,10,80.6,0,5,14.6
2022-05-20,T07,Amarillo,South,8,200,60,10.0,9,87.8,0,5,18.5
2022-05-20,T08,Havre,North,3,67,40,10.0,14,85.2,0,5,15.9
2022-05-21,T01,Barstow,West,12,293,90,10.0,14,84.4,1,5,18.4
2022-05-21,T02,Alliance,Midwest,13,352,156,14.2,11,90.9,1,5,16.3
2022-05-21,T03,Galesburg,Midwest,8,164,75,10.0,12,93.1,1,5,19.3
2022-05-21,T04,Memphis,South,9,201,758,79.8,18,84.8,1,5,22.8
2022-05-21,T05,Kansas City,Midwest,12,308,1014,84.5,21,89.2,1,5,16.9
2022-05-21,T06,Stockton,West,3,62,55,10.0,5,92.9,1,5,13.5
2022-05-21,T07,Amarillo,South,9,221,60,10.0,10,91.3,1,5,17.6
2022-05-21,T08,Havre,North,4,93,40,10.0,4,87.0,1,5,13.7
2022-05-22,T01,Barstow,West,9,217,90,10.0,14,95.7,1,5,19.1
2022-05-22,T02,Alliance,Midwest,13,253,110,10.0,25,86.3,1,5,17.8
2022-05-22,T03,Galesburg,Midwest,3,78,75,10.0,10,88.9,1,5,20.8
2022-05-22,T04,Memphis,South,10,213,797,83.9,15,94.2,1,5,25.6
2022-05-22,T05,Kansas City,Midwest,8,194,949,79.1,20,92.1,1,5,28.7
2022-05-22,T06,Stockton,West,5,119,84,15.3,12,92.8,1,5,30.3
2022-05-22,T07,Amarillo,South,7,148,60,10.0,11,86.6,1,5,14.9
2022-05-22,T08,Havre,North,4,90,40,10.0,7,86.3,1,5,14.8
2022-05-23,T01,Barstow,West,12,305,113,12.6,19,78.8,0,5,21.1
2022-05-23,T02,Alliance,Midwest,15,375,146,13.3,22,92.0,0,5,17.5
2022-05-23,T03,Galesburg,Midwest,12,336,264,35.2,19,94.3,0,5,22.1
2022-05-23,T04,Memphis,South,13,284,899,94.6,16,90.2,0,5,13.7
2022-05-23,T05,Kansas City,Midwest,22,566,1176,98.0,13,89.0,0,5,16.6
2022-05-23,T06,Stockton,West,9,226,133,24.2,10,80.5,0,5,17.1
2022-05-23,T07,Amarillo,South,7,179,60,10.0,14,79.9,0,5,17.6
2022-05-23,T08,Havre,North,5,85,40,10.0,8,90.5,0,5,24.9
2022-05-24,T01,Barstow,West,10,285,90,10.0,19,86.5,0,5,15.3
2022-05-24,T02,Alliance,Midwest,13,299,110,10.0,23,91.4,0,5,19.6
2022-05-24,T03,Galesburg,Midwest,8,173,79,10.5,19,87.6,0,5,26.3
2022-05-24,T04,Memphis,South,7,132,805,84.7,29,93.5,0,5,26.0
2022-05-24,T05,Kansas City,Midwest,14,292,983,81.9,29,97.2,0,5,19.3
2022-05-24,T06,Stockton,West,7,180,55,10.0,10,89.8,0,5,20.4
2022-05-24,T07,Amarillo,South,12,248,94,15.7,12,84.6,0,5,18.2
2022-05-24,T08,Havre,North,10,262,174,43.5,4,88.0,0,5,11.3
2022-05-25,T01,Barstow,West,9,215,90,10.0,21,87.0,0,5,16.9
2022-05-25,T02,Alliance,Midwest,19,448,172,15.6,18,87.6,0,5,17.3
2022-05-25,T03,Galesburg,Midwest,12,300,154,20.5,12,89.4,0,5,18.3
